Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,DRAPG,DRA%,HERPG,HER%,DRA@15,TD@15,GD@15,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM
paiN Academy,S11,BR,47,46.80%,0.92,1767,7,08:58:00,13.6,14.9,6.3,6.2,48.9,38.3,2.21,47.5,1.04,52.1,0.94,-0.2,-365,0.83,56.3,31.4,1985,3.4,1.55,1.51
paiN Gaming,S11,BR,61,62.30%,1.1,1860,116,07:19:00,16.3,14.7,7.4,5.2,50.8,60.7,2.7,62,0.98,49.2,1.16,0.6,884,0.8,62,32.5,2073,3.5,1.48,1.48
PDW,S11,PL,66,54.50%,1.13,1762,40,08:51:00,12.9,11.3,6.2,5.4,53,56.1,2.26,47.6,1.09,54.5,0.92,0,463,0.61,52.1,32.2,1803,3.1,1.36,1.32
PEACE,S11,OCE,78,59.00%,1.23,1817,92,07:23:00,15.3,12.3,6.7,5.1,57.7,66.7,2.45,54,1.14,59,1.12,0.5,1163,0.76,57.4,32.5,1941,3.2,1.3,1.4
PENTA 1860,S11,DE,50,42.00%,0.79,1763,-116,06:04:00,13.9,17.6,5.1,6.7,36,28,1.94,41.7,0.7,36,0.8,-0.6,-910,0.54,47.4,31.7,1901,3,1.22,1.24
Pentanet.GG,S11,OCE,69,59.40%,1.15,1798,54,06:29:00,14.2,12.2,6.3,5.1,39.1,37.7,2.62,58,0.75,39.9,0.93,-0.5,-653,0.72,64.5,32.6,1850,3.1,1.2,1.3
PIGSPORTS,S11,LT,15,66.70%,1.36,1887,131,05:46:00,22.3,16.3,6.5,4.3,53.3,33.3,2.6,55.9,0.67,46.7,0.87,-0.3,445,0.53,46.4,30.5,2363,2.3,0.75,1
piratesports,S11,PL,6,33.30%,0.8,1763,-101,05:13:00,17.3,21.3,5,6.8,66.7,66.7,2.17,45.8,1,50,1,0,483,0.5,40,28.1,2015,2.3,0.83,1.04
Plonace Garnitury,S11,PL,7,28.60%,0.78,1728,-168,06:03:00,14.9,19,4.4,7.6,57.1,42.9,2,45.8,0.86,50,0.43,-0.6,-2156,0.29,40,28.6,1855,3.6,1.32,1.08
PSG Talon,S11,PCS,87,79.30%,1.94,1924,272,06:40:00,17.4,9,8.1,3.4,64.4,64.4,2.56,62.6,1.2,59.8,0.93,0.6,1808,0.92,77.7,33.7,2035,3.4,1.22,1.65
PSV Esports,S11,NL,42,61.90%,1.3,1813,109,08:40:00,16.3,12.6,6.7,5,54.8,61.9,3,62.5,1.21,60.7,1.05,0.3,767,0.95,62.2,32.2,2168,3.1,1.2,1.19
Rainbow7,S11,LAT,41,51.20%,1.11,1755,37,11:32:00,14.5,13,6.2,6.1,63.4,51.2,2.61,49.1,0.88,43.9,1,0.1,272,0.78,49.2,31.6,2022,3.1,1.26,1.56
Rare Atom,S11,CN,105,57.10%,1.07,1809,56,08:05:00,13.1,12.2,6.1,5.3,50.5,43.8,2.57,55.3,0.48,46.4,0.86,0,479,0.68,52.4,34,2022,3.4,1.11,1.73
Rascal Jester,S11,JP,44,56.80%,1.04,1729,14,08:59:00,13.2,12.6,6.2,5.2,27.3,40.9,2.39,50.5,0.82,42,1.02,0.1,-154,0.64,52.4,31.2,1951,3.3,1.2,1.67
RED Academy,S11,BR,49,53.10%,1.02,1711,-34,09:07:00,13.1,12.8,6.4,6.1,38.8,34.7,2.51,52.3,0.86,42.9,1.04,-0.4,-1017,0.78,51.4,30.7,1788,3.2,1.5,1.34
RED Canids,S11,BR,64,59.40%,1.16,1817,49,07:22:00,16,13.8,6.7,5.8,51.6,46.9,2.34,54.4,1.08,53.9,0.97,-0.1,346,0.77,54.4,32.1,1974,3.5,1.6,1.24
Rensga Academy,S11,BR,45,44.40%,0.91,1734,-68,06:19:00,14.2,15.6,5.3,6.2,55.6,60,2.22,50.2,0.82,43.3,1.07,0.2,-9,0.51,41.5,30.9,1972,3.1,1.41,1.28
Rensga eSports,S11,BR,48,45.80%,0.86,1759,-56,06:41:00,13.9,16.1,5.7,6.5,52.1,50,2.15,54.5,1.06,53.1,0.81,-0.1,-608,0.6,47.4,31.1,2122,3.2,1.33,1.38
Resolve,S11,EUW,16,31.30%,0.92,1713,-94,09:11:00,14.4,15.8,5.9,7.6,56.3,62.5,2.06,41.9,1.38,68.8,1,-0.1,-356,0.5,30.2,29.9,2088,3.1,1.26,1.25
Resolve NA,S11,NA,9,55.60%,1.12,1733,-45,10:13:00,15.4,13.8,7.1,6.6,44.4,44.4,2.78,59.4,0.67,38.9,0.89,0.1,-1736,0.78,50,29.5,2010,3.4,1.31,1.4
Riddle Esports,S11,EUW,32,53.10%,1.01,1801,48,08:55:00,14.3,14.1,5.8,6.3,59.4,43.8,2.47,52.6,0.78,40.6,1,-0.2,671,0.78,52.7,32.5,2031,3.1,1.2,1.21
RJ Academy,S11,JP,9,22.20%,0.7,1637,-173,11:28:00,11.6,16.6,4,7.6,44.4,44.4,2,38.6,0.44,22.2,0.44,0,-27,0.22,10.4,30.8,1856,3.6,1.42,1.46
Rogue,S11,EUW,72,58.30%,1.19,1839,89,09:32:00,14.8,12.5,7,5.4,55.6,68.1,2.24,49.7,0.96,50.7,0.85,0.6,1295,0.71,52.9,33.3,1918,3.3,1.05,1.44
Rogue Warriors,S11,CN,77,26.00%,0.68,1677,-231,06:47:00,10.8,15.9,3.6,7.6,32.5,31.2,1.69,37,0.48,51.4,0.76,-0.1,-1175,0.4,29.5,31.6,1796,3.2,1.19,1.4
Romulea eSport,S11,IT,15,33.30%,0.82,1663,-169,08:41:00,14.3,17.5,4.2,6.9,40,26.7,2.33,43.5,0.4,26.7,1,-0.7,-1405,0.6,43.2,29.4,1873,3.2,1.3,1.25
RoX,S11,CIS,27,25.90%,0.58,1635,-267,05:46:00,9.7,16.6,4,8.3,48.1,18.5,1.44,32.2,0.7,35.2,0.74,-0.6,-1530,0.37,25.9,30.2,1675,3,1.25,1.17
Royal Never Give Up,S11,CN,143,67.80%,1.3,1883,145,07:39:00,16.3,12.5,7.1,4.3,60.1,65.7,2.49,55.5,0.71,54.3,0.96,0.5,1067,0.87,62.9,33.2,2040,3.6,1.35,1.65
S2V Esports,S11,ES,37,37.80%,0.86,1719,-61,09:09:00,12.5,14.5,5.1,6.7,48.6,32.4,2.27,49.1,0.81,41.9,0.95,-0.2,-692,0.68,47.7,31.3,1953,3.2,1.37,1.36
Saigon Buffalo,S11,VN,77,53.20%,1.09,1820,17,05:52:00,16.3,14.9,6.1,5.4,51.9,61,2.36,55.7,1.29,64.3,1.01,0.3,680,0.65,52,31.6,2104,3.6,1.43,1.54
SAIM SE SuppUp,S11,RS,30,73.30%,1.26,1869,169,05:32:00,15.6,12.2,7.5,3.8,50,63.3,2.6,62.1,1.07,58.3,1.2,0.3,825,0.87,67.9,32.2,1901,3,1.06,1.27
Samsung Morning Stars,S11,IT,46,45.70%,0.89,1726,-55,06:17:00,13,14.6,5,6.3,43.5,39.1,2.15,49,0.89,48.9,1.07,-0.2,-347,0.57,45.1,30.9,1881,3.2,1.26,1.18
SBTC Esports,S11,VN,67,41.80%,0.79,1764,-126,06:05:00,13.8,17.5,5.1,6.7,41.8,38.8,1.78,41.1,0.88,44,0.7,-0.4,-1063,0.69,46.6,31.8,1953,3.1,1.24,1.47
Sector One,S11,BE,53,62.30%,1.23,1845,152,08:05:00,16.8,13.7,7.2,4.5,58.5,60.4,2.43,52.1,1,50.9,0.85,0.4,1211,0.91,70.6,32.4,2105,3,1.14,1.18
Sengoku Gaming,S11,JP,37,48.60%,1.03,1740,5,08:59:00,11.6,11.2,5.6,5.8,43.2,56.8,2.84,61.6,0.89,44.6,1.14,0.2,280,0.84,54.2,32.3,1769,3.4,1.35,1.64
SG Academy,S11,JP,9,11.10%,0.54,1605,-306,08:35:00,11.4,21.1,2.3,8.6,44.4,22.2,2,37.8,0.56,27.8,1.11,-0.7,-2011,0.44,25,29.6,1752,2.9,1.41,1.26
SHG Academy,S11,JP,9,55.60%,1,1786,30,05:49:00,14.9,14.9,5.7,5.2,44.4,55.6,2,46.3,0.89,44.4,1,-0.1,-464,0.67,50,31.7,1823,3.4,1.38,1.3
Shu Dai Xiong Gaming,S11,CN,4,25.00%,0.62,1764,-273,01:56:00,12.3,19.8,3.5,8,25,25,0.75,15,0.5,25,0.25,-1.3,-3056,0.25,33.3,31.6,1805,2.8,1.18,1.15
SINNERS Esports,S11,CZ,73,52.10%,0.98,1801,22,06:01:00,16.1,16.5,6.3,5.4,45.2,65.8,2.18,51.2,1.19,61,0.93,0.3,712,0.62,51.5,30.4,2166,3,1.23,1.18
SK Gaming,S11,EUW,40,35.00%,0.82,1710,-139,08:00:00,11.3,13.7,4.6,7.4,45,40,1.73,38.9,0.83,42.5,0.73,-0.4,-1046,0.48,34.2,32.7,1748,3.1,1.14,1.34
SK Gaming Prime,S11,DE,55,52.70%,1.02,1844,56,07:03:00,16,15.6,6.5,5.9,45.5,41.8,2.15,47.5,0.67,33.6,0.93,-0.3,-270,0.71,53.2,32.1,2061,3.1,1.17,1.2
SoftBank Hawks Gaming,S11,JP,36,36.10%,0.87,1703,-70,09:48:00,11.8,13.4,4.8,6.6,50,38.9,2.44,48.8,0.97,50,1.03,0,209,0.42,30.7,32.1,1746,3.3,1.29,1.51
Solary,S11,FR,43,51.20%,0.98,1749,-32,09:21:00,14.3,14.6,5.9,6.3,41.9,41.9,2.37,46.5,1.12,55.8,0.74,-0.3,-521,0.93,52.7,30.9,1956,3.2,1.3,1.32
Solary Academy,S11,FR,18,55.60%,1.09,1775,5,08:28:00,16.6,15.2,6.2,5.6,61.1,38.9,2.22,48.8,0.89,44.4,0.72,-0.2,-57,0.78,59.3,30.7,2162,2.9,1.1,1.24
Split Raiders,S11,RS,28,53.60%,0.89,1770,32,06:23:00,12.1,13.7,5.9,5.4,60.7,46.4,2.57,55.2,1.25,62.5,1.18,-0.2,590,0.5,43.5,32.2,1793,2.9,1.15,1.17
Starlan Gaming Club,S11,BE,10,30.00%,0.63,1667,-295,06:21:00,13.7,21.6,3.5,8.5,20,20,1.8,39,0.6,35,1,-0.8,-1904,0.6,31.7,29.1,2066,2.2,0.94,0.91
STOPWATCH eSports,S11,CZ,14,21.40%,0.64,1608,-293,07:47:00,11,17.1,3,8.5,14.3,28.6,2,36.7,0.36,17.9,0.79,-0.9,-2388,0.57,30.4,29.1,1591,2.7,1.02,1.07
Suning,S11,CN,93,58.10%,1.28,1819,94,08:15:00,13.9,10.8,6,5,53.8,43,2.27,51.1,0.53,55.6,0.66,0,341,0.6,53.3,33.7,1980,3.8,1.4,1.68
SuperMassive Blaze,S11,TR,46,63.00%,1.17,1786,51,09:25:00,15.8,13.4,6.3,5.7,47.8,37,2.54,54.9,0.65,34.1,1.2,-0.1,-61,0.87,59.8,31.4,1985,2.9,1.21,1.36
Supernova,S11,NA,5,20.00%,0.5,1631,-305,07:27:00,10.4,20.6,3.6,9,60,60,0.8,15.3,0.8,50,0.4,0.4,-1819,0,0,28.7,1904,3.2,1.27,1.36
T1,S11,KR,125,60.00%,1.2,1821,98,09:34:00,12.6,10.5,7,5.2,62.4,65.6,2.23,51.1,1.17,58.8,0.7,0.5,1181,0.81,56.9,33.6,1859,3.9,1.58,1.76
T1 Challengers,S11,KR,45,57.80%,1.18,1810,73,06:52:00,14.7,12.4,5.7,4.8,57.8,51.1,2.4,57.3,1.13,56.7,1.07,0.2,305,0.78,61.7,33,1962,3.2,1.28,1.63
Team 7AM,S11,BE,24,25.00%,0.74,1698,-167,06:32:00,13.3,18.1,4.2,7.1,37.5,50,1.42,29,0.83,47.9,0.67,-0.3,-817,0.58,37.7,29.8,1895,2.7,1.13,1
Team Aurora,S11,TR,36,2.80%,0.38,1550,-446,04:37:00,6.7,17.6,1.9,9.5,33.3,13.9,1.03,23.9,0.44,22.2,0.67,-1.4,-3191,0.11,9.4,30.2,1392,2.9,1.09,1.12
Team BDS,S11,FR,39,53.80%,1.08,1803,46,07:11:00,14.7,13.5,6.6,5.5,61.5,46.2,2.51,56.8,1.1,55.1,1.05,0,-85,0.62,51.4,32.4,2080,3.4,1.41,1.35
Team Echo Zulu,S11,NL,38,52.60%,1.03,1758,8,07:24:00,14.9,14.6,5.6,5.9,55.3,39.5,2.13,45.9,0.82,42.1,0.92,-0.4,68,0.5,47.1,31.2,1970,3.1,1.05,1.19
Team ESCA Gaming,S11,PL,36,50.00%,0.88,1714,-62,09:42:00,12.3,14.1,5.9,6.5,52.8,44.4,2.33,45.5,0.78,38.9,0.89,-0.1,-1017,0.81,46.4,30.8,1704,2.9,0.95,1.18
Team Flash,S11,VN,70,28.60%,0.75,1735,-168,06:25:00,13.2,17.6,4.5,7.3,48.6,37.1,1.71,40.6,0.96,48.6,0.61,-0.2,-1098,0.51,31.4,31.5,1988,3.4,1.35,1.54
Team Infamous,S11,LT,10,30.00%,0.71,1710,-198,08:05:00,16.3,22.7,4.1,7.4,20,50,2,39.5,0.9,45,0.7,-0.2,-2320,0.5,26.7,29.3,2265,2.9,0.95,1.01
Team Liquid,S11,NA,99,59.60%,1.22,1824,103,08:36:00,13.3,10.9,6.8,5.1,51.5,65.7,2.31,52.3,1.06,55.6,0.95,0.5,880,0.75,61.1,33.4,1938,3.1,1.19,1.52
Team Liquid Academy,S11,NA,81,60.50%,1.1,1828,73,07:35:00,15.2,13.7,6.5,5.2,49.4,59.3,2.54,58.9,1.04,54.3,1.01,-0.1,208,0.8,58.6,32.5,2105,3.1,1.17,1.4
Team MCES,S11,FR,42,21.40%,0.63,1670,-210,09:17:00,10.2,16.1,4.2,8.2,54.8,28.6,1.93,37.2,0.48,23.8,0.81,-0.8,-1161,0.55,30.2,31.7,1797,3.5,1.4,1.39
Team Oplon,S11,FR,29,82.80%,1.58,1872,220,07:27:00,17.4,11,7.6,4.3,48.3,51.7,2.45,56.7,0.9,44.8,0.97,0.3,591,1.07,80.5,31.6,2191,3.5,1.29,1.41
Team Phantasma,S11,GR,77,51.90%,1.03,1815,26,06:53:00,18.1,17.6,6.5,5.7,51.9,61,2.08,47.5,0.97,50,0.83,0.6,590,0.71,52.5,29.7,2213,2.9,1.14,1.19
Team Queso,S11,ES,40,40.00%,0.86,1757,-41,08:48:00,12.7,14.8,6,6.7,47.5,57.5,2.58,54,1.1,55,1.15,0.1,244,0.6,40.6,32,1955,3.2,1.42,1.46
Team Refuse,S11,GR,55,45.50%,0.85,1767,-63,07:14:00,15.7,18.3,5.6,6.6,36.4,50.9,1.78,39.2,0.89,46.4,0.75,-0.3,-731,0.67,44.4,30.3,1995,3,1.16,1.22
Team Secret,S11,VN,79,43.00%,0.97,1811,-35,06:03:00,15.7,16.1,5.5,6.2,58.2,45.6,2.01,47.7,0.96,48.7,0.89,0.1,-301,0.59,50.7,32,2067,3.2,1.25,1.45
Team Singularity,S11,EUW,46,63.00%,1.17,1768,43,08:47:00,14.4,12.3,7.1,5.4,58.7,60.9,2.52,51.8,1.09,54.3,1,0.2,-183,0.83,59.5,30.8,2061,3.4,1.38,1.26
Team THRLL,S11,NL,24,20.80%,0.61,1669,-244,06:25:00,11.3,18.5,4,8.2,41.7,29.2,1.79,38.3,0.54,27.1,0.75,-0.6,-1990,0.29,25,30.3,1757,2.6,1.06,1.12
Team Universe,S11,CZ,28,50.00%,0.96,1757,-42,10:04:00,17.1,17.9,6.1,5.9,50,42.9,2.43,45.4,0.79,41.1,0.75,-0.3,-106,0.96,50.9,30.4,2010,2.6,0.98,1.09
Team Vitality,S11,EUW,41,36.60%,0.88,1757,-59,08:27:00,12,13.6,5.1,7.1,48.8,41.5,2.05,45.8,0.8,43.9,0.78,-0.4,-332,0.78,45.1,32.9,1871,3.2,1.27,1.36
Team WE,S11,CN,123,54.50%,1.1,1827,59,07:37:00,14.3,13,6.3,5.3,44.7,53.7,2.31,51.4,0.48,56.5,1.06,0.2,887,0.7,54.9,33.1,1974,3.2,1.33,1.64
Tony Parker Adequat Academy,S11,FR,30,56.70%,1,1807,59,08:21:00,16.7,16.7,6.7,5.6,46.7,56.7,2.67,57,0.93,51.7,0.97,0.1,476,0.8,59.2,30.8,2165,3,1.27,1.33
Top Esports,S11,CN,99,63.60%,1.33,1899,179,07:36:00,16.7,12.5,7.3,4.5,53.5,68.7,2.49,59.7,0.66,60.2,0.74,0.4,2025,0.87,69,33.5,2232,3.1,1.33,1.68
Tricked Esports,S11,EUW,46,56.50%,1.08,1783,39,09:26:00,14.1,13,6.6,6.5,45.7,39.1,2.43,51.2,0.96,48.9,0.67,-0.2,142,0.67,54.9,32.2,1988,3.3,1.35,1.47
TSM,S11,NA,81,58.00%,0.97,1781,23,09:13:00,12,12.3,7.2,5.6,49.4,59.3,2.46,51.5,1.1,56.2,0.9,0.1,-296,0.93,66,32.7,1843,3.5,1.31,1.47
TSM Academy,S11,NA,64,45.30%,0.95,1771,-26,07:24:00,13.2,13.8,6,6.3,48.4,45.3,1.97,42.8,1.08,53.9,0.91,-0.1,-75,0.48,42.7,32.5,1896,3.6,1.49,1.28
TT,S11,CN,78,26.90%,0.67,1708,-188,06:58:00,10.8,16.1,4.3,7.4,48.7,56.4,1.99,44.5,0.59,56.1,1,0,-978,0.5,32.7,32,1813,3.2,1.28,1.48
UCAM Esports Club,S11,ES,76,63.20%,1.17,1781,60,09:08:00,14.4,12.2,6.4,5.2,51.3,51.3,2.36,50.9,0.89,46.1,0.79,0,50,0.78,60.9,32.2,2031,3.4,1.4,1.52
Ultra Prime,S11,CN,79,27.80%,0.72,1714,-183,06:29:00,11.1,15.4,4.1,7.2,51.9,39.2,1.87,42.7,0.39,39.7,0.68,-0.2,-981,0.34,26.1,32.6,1799,3.4,1.4,1.52
Umbra Divinus Gaming,S11,GR,33,42.40%,0.88,1748,-86,07:41:00,16.2,18.4,5.5,6.9,54.5,39.4,2.18,45.3,0.79,40.9,0.94,-0.5,-921,0.61,41.4,29.3,2201,3,1.19,1.14
Unicorns Of Love,S11,CIS,65,58.50%,1.16,1800,88,06:44:00,14.8,12.7,6.5,4.8,47.7,53.8,2.23,49.8,1.18,60,0.86,0.1,209,0.69,53,31.7,1958,2.9,1.01,1.29
Unicorns Of Love Sexy Edition,S11,DE,57,47.40%,0.97,1750,-44,07:53:00,12.9,13.3,5.5,6.6,59.6,54.4,1.89,41.6,0.89,44.7,0.6,-0.2,-319,0.63,48.1,32.1,1833,3.1,1.32,1.27
V3 Academy,S11,JP,12,100.00%,3.21,1977,443,07:34:00,20.6,6.3,9.3,1.6,75,75,3.33,81.8,1.42,70.8,1.08,0.4,2592,1.25,91.7,33.5,2131,3.4,1.21,1.44
V3 Esports,S11,JP,53,54.70%,1.11,1735,47,09:15:00,12.9,11.6,6.2,5.2,66,71.7,2.09,46.1,1.23,62.3,0.66,0.4,205,0.91,62.1,30.9,1952,3.2,1.45,1.57
Valiance,S11,RS,32,62.50%,1.25,1854,139,06:33:00,16.1,12.8,6.8,4.2,56.3,71.9,2.13,48,0.94,50,0.78,0.6,928,0.94,59.7,32.3,2019,2.7,1.01,1.21
Vega Squadron,S11,CIS,36,30.60%,0.69,1659,-149,07:23:00,10.3,14.8,4.8,7,55.6,36.1,2.31,49.6,0.89,44.4,1.08,-0.2,-1022,0.53,35.4,30.4,1659,3,1.15,1.2
Victory Five,S11,CN,81,28.40%,0.71,1683,-188,06:28:00,10.3,14.5,4.1,7.3,53.1,44.4,1.6,36.1,0.6,55.6,0.57,0.3,84,0.43,32.2,31.9,1747,3.1,1.2,1.4
Vikingekrig Academy,S11,CZ,25,72.00%,1.48,1861,219,07:58:00,18.4,12.4,7.5,4,56,84,3.2,69.2,1.56,78,1.52,0.8,1676,0.88,66,31,1995,3,1.24,1.06
Vikingekrig Esports,S11,CZ,45,48.90%,1.03,1756,-14,09:29:00,16,15.6,5.8,6.4,48.9,44.4,3,60.1,0.78,40,1.27,-0.2,228,0.78,44.3,30.3,2063,3,1.1,1.27
Vitality.Bee,S11,FR,71,57.70%,1.19,1809,67,07:21:00,14.7,12.3,6.7,5.5,42.3,57.7,2.04,47.2,1.04,52.1,0.76,0.2,381,0.69,55.6,32.3,1961,3.3,1.28,1.39
Vodafone Giants.Spain,S11,ES,67,53.70%,0.97,1759,-5,09:07:00,12.9,13.3,6.2,6.1,61.2,55.2,2.4,48.4,1.13,56.7,0.88,0.2,86,0.69,47,31.9,1982,3.3,1.29,1.44
Vorax Academy,S11,BR,44,56.80%,1.13,1778,41,07:42:00,14.6,12.9,6.5,5.5,65.9,61.4,2.68,58,1.25,63.6,1.14,0.3,359,0.75,57.5,31.5,1928,3.6,1.62,1.48
Vorax Liberty,S11,BR,48,62.50%,1.37,1816,100,07:13:00,15.6,11.3,7.4,5.4,58.3,66.7,2.1,50,1.35,67.7,0.75,0.3,827,0.81,62.4,31.3,2007,3.4,1.41,1.45
WAVE Esports,S11,DE,18,27.80%,0.63,1678,-198,05:56:00,11.1,17.5,4,7.5,38.9,50,1.94,42.2,0.83,41.7,0.89,-0.3,-1094,0.39,26.5,30.7,1964,3.1,1.33,1.24
White Dragons,S11,PT,69,72.50%,1.45,1828,158,08:05:00,15.6,10.8,7.6,4.7,65.2,62.3,3.1,68.3,1,51.4,1.35,0.4,1381,0.78,67.2,31.8,2023,3,1.15,1.37
Wildcard Gaming,S11,NA,6,33.30%,0.98,1775,-27,09:42:00,18,18.3,5.5,6,50,83.3,2.5,52.2,1.33,75,1,0.2,15,0.5,33.3,30.1,2180,3.2,1.24,1.41
Wildcard Gaming Red,S11,NA,12,58.30%,1.03,1855,99,06:00:00,16.7,16.2,6.3,5.3,25,58.3,2.08,50.3,0.92,54.2,0.92,-0.3,382,0.67,63.6,31.9,2166,3.2,1.11,1.31
WLGaming Esports,S11,GR,75,65.30%,1.4,1875,181,07:15:00,19.5,14,7.4,4.6,61.3,64,2.57,58.9,1.17,60.1,1.01,0.5,1470,0.89,69.7,31,2247,3.2,1.19,1.31
Wortex Gaming,S11,LT,15,40.00%,0.84,1751,-151,06:15:00,16.5,19.7,5.1,7.5,53.3,26.7,2.47,54.7,0.6,40,1.07,-0.9,-1721,0.53,33.3,29.5,2152,2.7,0.91,1.04
x25 Esports,S11,RS,32,50.00%,0.96,1754,-35,05:55:00,13.8,14.3,5.7,6.1,43.8,31.3,2.25,50.9,0.72,37.5,1.09,-0.3,-1000,0.75,49,30.7,1883,2.7,1.15,1.32
XTEN Esports,S11,LAT,29,44.80%,0.88,1743,-67,08:05:00,15,17.1,5.3,6.4,37.9,41.4,1.93,42.8,1.14,56.9,0.83,0,-140,0.79,47.5,30.6,1908,3.1,1.31,1.4
Young Miracles,S11,CN,4,75.00%,1.74,1868,212,04:14:00,16.5,9.3,6,4,25,50,2.75,63.8,1.75,87.5,1,0.5,347,0.75,62.5,32.2,1922,3.1,1.23,1.45
Zephyr Esport,S11,FR,18,5.60%,0.46,1602,-351,05:28:00,9.1,19.8,2.6,8.6,66.7,44.4,1.89,47.9,0.61,33.3,1.11,-0.6,-2250,0.17,13.3,30.4,1723,2.7,1.1,1.33
Zero Tenacity,S11,RS,51,62.70%,1.38,1851,157,06:05:00,15.9,11.5,7.3,4.4,60.8,62.7,2.31,54.8,1.29,66.7,0.9,0.7,1598,0.8,64,31.5,1960,3.1,1.25,1.15
Zerolag Esports,S11,GR,62,35.50%,0.88,1764,-77,07:49:00,16.9,19.1,5.4,7,46.8,43.5,2.26,48.3,0.97,50,1,-0.2,-239,0.56,41.3,30,2140,3,1.2,1.28
Zoos Gaming,S11,NA,13,30.80%,0.7,1721,-136,09:05:00,11.5,16.3,5.2,7.9,46.2,69.2,2.23,45.3,1.31,73.1,0.85,0.6,-472,0.62,48.7,31.8,1649,3,1.05,1.35
100 Thieves,S10,NA,49,40.80%,0.85,1698,-58,09:36:00,10.9,12.8,5.6,6.7,44.9,51,2.49,50.3,0.96,53.1,1,-0.1,-754,0.55,42.4,31.6,1805,3.2,1.27,1.42
100 Thieves Academy,S10,NA,42,47.60%,0.94,1734,-12,09:18:00,12.9,13.8,6.2,5.9,38.1,45.2,2.19,44.9,0.93,48.8,0.88,0,-392,0.62,46.7,31,1955,3.1,1.31,1.37
1907 Fenerbahce,S10,TR,42,64.30%,1.24,1811,148,07:54:00,13.9,11.2,7.3,4.6,64.3,54.8,2.67,54.4,1.05,52.4,0.9,0.6,1491,0.69,57.7,32.6,1914,3.3,1.29,1.35
200Years,S10,RO,12,16.70%,0.49,1579,-317,04:15:00,10.8,22.3,3.8,7.3,33.3,41.7,1.67,38.1,0.92,45.8,1.17,-0.2,-1739,0.25,23.3,27.3,1780,2.2,0.85,0.92
5 Ronin,S10,TR,48,43.80%,0.85,1698,-26,08:51:00,11.2,13.2,5.5,6.7,45.8,43.8,2.44,48.9,1.02,51,1.04,0,-268,0.52,43.2,31.3,1730,3,1.11,1.27
7more7 Pompa Team Academy,S10,PL,3,100.00%,2.82,1982,391,06:05:00,20.7,7.3,8.7,2.7,33.3,66.7,2.67,61.7,1.33,66.7,0.67,0.3,1435,0.67,100,33.8,2340,3.1,1.41,1.45
Absolute Legends CZSK,S10,CZ,22,54.50%,1.04,1809,21,07:29:00,17.5,16.8,6,5.8,50,45.5,2.73,57.6,0.95,50,1.27,-0.3,-283,0.59,52.5,30.9,1949,3.2,1.24,1.02
Acumen,S10,RO,13,61.50%,1.39,1764,107,08:19:00,19.1,13.8,6.2,4.8,30.8,53.8,2.54,50.1,1.15,57.7,0.92,0,822,0.92,62.8,27.9,2233,2.8,1.01,0.88
Ad Hoc Gaming,S10,DE,50,52.00%,1.04,1770,39,09:13:00,13.7,13.1,6.6,6.1,56,58,2.26,45.6,1.22,63.3,0.84,0.6,1031,0.68,56.5,31.7,1908,3.1,1.19,1.31
Afreeca Freecs,S10,KR,113,51.30%,0.97,1725,-29,09:21:00,12,12.3,5.4,5.8,56.6,40.7,2.34,48.7,0.83,44.2,0.85,-0.1,-406,0.58,50.5,32.1,1795,3.6,1.43,1.83
AGO ROGUE,S10,PL,72,75.00%,1.41,1845,175,06:48:00,15.8,11.3,7.8,4.2,48.6,63.9,2.65,60.4,1.18,61.1,1.01,0.6,1328,0.65,67.2,31.6,2142,3.2,1.27,1.3
ahq e-Sports Club,S10,PCS,62,66.10%,1.23,1757,104,09:53:00,12.7,10.3,6.6,4.7,43.5,72.6,2.84,58.6,1.23,62.1,1.16,0.6,909,0.63,58.5,31.8,1871,3.2,1.28,1.6
All Knights,S10,LAT,46,71.70%,1.19,1784,133,10:48:00,12.5,10.5,7.1,4.5,39.1,58.7,2.83,56.8,1.09,55.4,0.85,0.2,289,0.8,62.5,32.8,1975,3.8,1.45,1.71
Alpha Esports,S10,PCS,50,40.00%,0.94,1725,-22,10:08:00,13.4,14.2,5.5,6.5,64,54,2.46,48,1.16,58,1.1,0.1,138,0.52,38.3,31.3,1872,3.3,1.31,1.47
Asura,S10,KR,36,30.60%,0.8,1647,-123,08:46:00,10.6,13.3,4.9,7.1,61.1,36.1,2.06,42.2,0.86,43.1,0.89,-0.4,-1034,0.5,34.8,30.4,1690,3.1,1.27,1.46
Asus ROG Elite,S10,RS,6,16.70%,0.87,1700,-87,15:29:00,17.2,19.7,5.3,9,50,33.3,2.33,38.3,1,58.3,0.67,-0.2,-33,1,41.7,29.5,2350,2.7,0.89,1.16
Avant Gaming,S10,OCE,46,37.00%,0.84,1692,-89,08:20:00,12,14.3,4.9,6.8,41.3,45.7,2.28,48.4,0.83,42.2,1.02,-0.4,-810,0.48,39.8,31,1799,3,1.31,1.38
AVEZ,S10,PL,17,23.50%,0.57,1547,-208,10:37:00,7.8,13.6,3.9,7.8,29.4,47.1,2.35,43.1,1.06,52.9,0.94,0,-613,0.35,25,28.7,1578,2.8,1.03,1.32
