"Name","Season","Region","Games","Win.rate","K.D","GPM","GDM","Game.duration","Kills...game","Deaths...game","Towers.killed","Towers.lost","FB.","FT.","DRAPG","DRA.","HERPG","HER.","DRA.15","TD.15","GD.15","NASHPG","NASH.","CSM","DPM","WPM","VWPM","WCPM","Region_ID"
"LOUD",11,"BR",44,52.3,1.04,1778,1,537,14.6,14,6.7,6,54.5,59.1,2.09,44.4,0.82,42,0.84,-0.1,-443,0.75,52,31.7,1927,3.5,1.44,1.42,2
"LOUD Academy",11,"BR",44,56.8,1.07,1778,53,598,14.7,13.7,6.5,5.8,56.8,54.5,2.75,57.1,1.11,55.7,1.18,0.2,272,0.89,57.5,31.4,2039,3.4,1.41,1.3,2
"LowLandLions",11,"NL",20,40,0.83,1712,-65,460,11.9,14.3,5.3,6.6,40,50,2,43.1,1.1,57.5,1.1,0.2,-125,0.4,35.2,31.5,1844,3.3,1.21,1.21,23
"LSB Challengers",11,"KR",46,45.7,1,1774,3,571,12.8,12.8,5.6,6,43.5,30.4,2.24,45.9,1.33,67.4,0.78,-0.2,-51,0.72,50.8,33.5,1839,3.7,1.64,1.68,17
"Luxury Esports",11,"VN",76,43.4,0.84,1847,-34,350,15.6,18.6,5.4,6.4,39.5,43.4,2.04,49.4,0.68,34.9,0.91,-0.4,-763,0.64,51.2,32.9,2244,3.2,1.26,1.4,35
"LYA",11,"CN",4,0,0.42,1565,-286,643,7,16.5,2.3,8.8,75,0,0.75,14.2,0.5,25,0.75,-0.8,-2579,0.25,16.7,30.9,1295,3.4,1.14,1.29,5
"Machi E-Sports",11,"PCS",66,68.2,1.43,1854,183,399,15.8,11,7.4,4,59.1,59.1,2.27,54.9,1,51.5,0.88,0.5,1079,0.77,66.8,32.2,2055,3.4,1.33,1.53,25
"Macko Esports",11,"IT",69,62.3,1.26,1811,120,434,15.2,12.1,7,4.7,53.6,60.9,2.83,62.9,1.1,56.5,1.13,0.3,913,0.71,59.7,31.8,2024,3.2,1.3,1.3,14
"MAD Lions",11,"EUW",92,60.9,1.1,1851,78,545,16,14.5,7.4,5.7,55.4,52.2,2.27,51.9,1.17,60.3,0.74,0.1,111,0.97,60.2,32.6,2051,3.5,1.28,1.57,11
"MAD Lions Madrid",11,"ES",39,51.3,1.19,1762,22,628,13.8,11.6,6.4,6.4,53.8,48.7,2.72,52.8,1.05,53.8,1.21,0.1,326,0.72,48.7,32.2,1887,3.4,1.32,1.46,9
"MAMMOTH",11,"OCE",34,11.8,0.57,1617,-336,322,11.5,20,2.9,8.3,52.9,47.1,1.35,29.9,0.79,39.7,0.74,-0.8,-2286,0.26,20.4,28.5,1702,3,1.36,1.13,24
"MCES Academy",11,"FR",18,22.2,0.57,1659,-232,484,11.4,19.9,3.6,7.6,50,33.3,1.33,27.4,0.78,38.9,0.39,-0.6,-1731,0.78,36.1,30,1931,2.9,1.11,1.25,12
"mCon esports Rotterdam",11,"NL",41,53.7,1.01,1790,22,448,16.8,16.6,6.5,5.5,53.7,53.7,2.37,51.5,1.1,56.1,0.9,0,185,0.78,58.1,30.2,2138,2.8,1.1,1.23,23
"Medieval Riga",11,"LT",20,10,0.45,1609,-487,294,12.4,27.4,2.1,9.3,55,5,1,24.4,0.4,25,0.7,-1.6,-4543,0.45,29.4,26.8,1981,2.4,0.87,0.89,21
"Method2Madness",11,"LT",37,43.2,0.97,1813,0,402,18.1,18.6,5.9,5.6,51.4,81.1,1.97,45.9,1.38,71.6,0.95,0.6,895,0.78,54.1,30,2138,2.7,1.05,1.01,21
"Misfits Gaming",11,"EUW",46,52.2,0.99,1796,16,515,13.7,13.8,6,5.8,54.3,54.3,2.46,55.3,1.04,52.2,0.83,0.2,204,0.72,51.9,32.8,1974,3.2,1.26,1.42,11
"Misfits Premier",11,"FR",83,65.1,1.23,1844,131,432,15.9,13,7.2,4.6,71.1,71.1,2.59,61.8,1.3,65.7,1.11,0.8,1741,0.77,58.5,32,2086,3.5,1.39,1.34,12
"Mkers",11,"IT",58,48.3,0.96,1764,0,440,13.7,14.2,6.1,5.9,51.7,51.7,2.1,46.4,1.02,52.6,0.88,-0.1,220,0.67,50.2,31.4,1935,3,1.24,1.33,14
"MnM Gaming",11,"EUW",11,9.1,0.6,1630,-297,463,11.8,19.7,3.1,9.1,63.6,18.2,1.36,27.3,0.82,40.9,0.73,-0.7,-1766,0.18,6.8,29.9,1856,3.3,1.09,1.15,11
"Mousesports",11,"DE",97,62.9,1.18,1839,104,462,16.8,14.1,7.2,5.2,51.5,60.8,2.42,54.4,1.41,71.1,0.96,0.5,1120,0.85,63.8,31.5,2267,3.1,1.14,1.18,8
"Movistar Riders",11,"ES",64,64.1,1.25,1853,116,429,16.2,13,6.9,4.9,48.4,60.9,2.52,58.3,1.27,64.8,1,0.2,857,0.81,59,32.3,2008,3.3,1.37,1.27,9
"NASR eSports Turkey",11,"TR",47,61.7,1.11,1807,96,450,12.8,11.5,6.6,4.4,51.1,72.3,2.53,58.4,1.15,57.4,1.15,0.6,1040,0.79,56.9,32.9,1869,3.4,1.3,1.46,32
"Netshoes Miners",11,"BR",36,30.6,0.76,1669,-156,507,11.5,15.1,4.3,7.6,50,19.4,1.97,42.1,0.64,33.3,0.81,-0.6,-1014,0.64,40,30.6,1757,3.2,1.25,1.22,2
"Nexus KTRL",11,"RS",28,42.9,1.06,1707,-65,449,14,13.2,4.5,6.3,50,46.4,2.5,50.8,0.79,48.2,0.89,-0.4,-453,0.64,41.3,30.6,1867,2.7,0.89,1.06,29
"NK Osijek Esport",11,"RS",15,6.7,0.57,1603,-373,363,11.1,19.5,2.3,9.5,26.7,33.3,1.73,40,0.6,30,1.07,-1.4,-2777,0.33,16.7,28.6,1720,2.6,0.97,1.14,29
"NM Academy",11,"BR",36,27.8,0.74,1656,-150,575,11.3,15.3,4.7,8,47.2,41.7,1.64,33.3,0.72,36.1,0.47,-0.4,-856,0.53,32.9,30.4,1792,3.2,1.46,1.35,2
"No Name Esport",11,"PL",5,20,0.54,1566,-267,422,8.6,15.8,3.2,7.2,20,0,1.6,35,0.8,40,0.6,-1.2,-3318,0.2,25,28.9,1565,2.8,0.96,1,26
"No Org",11,"N/A",17,76.5,1.31,1888,239,311,14.9,11.4,7.5,2.8,64.7,82.4,2.06,52.5,1.24,70.6,0.82,0.6,1522,1.06,79.4,33.4,2076,3.1,1.28,1.47,22
"Nongshim RedForce",11,"KR",117,49.6,0.94,1758,-24,564,12.2,12.9,5.8,5.9,39.3,42.7,2.34,49.2,0.99,50,0.85,-0.1,-638,0.68,48.8,32.9,1926,3.7,1.32,1.82,17
"Nordavind",11,"EUW",42,52.4,0.96,1777,37,432,12.9,13.3,6.5,5.3,57.1,47.6,2.4,53.3,0.83,41.7,1.1,0,-11,0.76,60.4,32.3,1878,2.9,0.98,1.4,11
"NS Challengers",11,"KR",47,51.1,0.85,1772,-17,512,12.3,14.5,5.6,5.8,48.9,59.6,2.36,53,1.04,52.1,1.02,0,18,0.85,60.1,33.1,1860,3.5,1.46,1.66,17
"OFFSET Esports",11,"PT",43,53.5,0.97,1770,4,557,15.4,15.7,5.7,6.3,41.9,37.2,2.58,51.8,0.7,36,1,-0.3,-344,0.65,47.2,31.2,2045,3,1.09,1.21,27
"Olympiacos Alimou",11,"GR",19,52.6,1.05,1717,-32,540,15.3,14.5,6.3,6.2,52.6,42.1,2.84,58.7,1.26,63.2,1.42,0.3,-217,0.68,55.3,28.5,2063,3,1.2,1.3,13
"OMG",11,"CN",83,39.8,0.83,1726,-134,359,11.8,14.3,4.5,6.7,50.6,34.9,2.06,47.9,0.48,46.5,1,-0.2,-1463,0.58,45,32,1837,3.1,1.19,1.42,5
"One Breath Gaming",11,"CIS",43,65.1,1.33,1780,130,601,14.1,10.6,7.3,4.8,72.1,55.8,2.28,44.8,1.19,59.3,0.86,0.5,1269,1,67.7,31.3,2053,3.1,1.31,1.34,4
"ORDER",11,"OCE",46,52.2,0.98,1771,-4,476,14.4,14.6,6,6,54.3,47.8,2.35,49.3,0.89,46.7,0.98,-0.2,-293,0.72,53.8,31.6,1903,3,1.25,1.23,24
"Outplayed",11,"IT",52,55.8,1.16,1799,70,363,15.5,13.3,6.2,5.1,59.6,51.9,2.38,55.6,1.06,54.8,1.08,0.2,290,0.71,61,31,2086,3.1,1.17,1.27,14
"paiN Academy",11,"BR",47,46.8,0.92,1767,7,538,13.6,14.9,6.3,6.2,48.9,38.3,2.21,47.5,1.04,52.1,0.94,-0.2,-365,0.83,56.3,31.4,1985,3.4,1.55,1.51,2
"paiN Gaming",11,"BR",61,62.3,1.1,1860,116,439,16.3,14.7,7.4,5.2,50.8,60.7,2.7,62,0.98,49.2,1.16,0.6,884,0.8,62,32.5,2073,3.5,1.48,1.48,2
"PDW",11,"PL",66,54.5,1.13,1762,40,531,12.9,11.3,6.2,5.4,53,56.1,2.26,47.6,1.09,54.5,0.92,0,463,0.61,52.1,32.2,1803,3.1,1.36,1.32,26
"PEACE",11,"OCE",78,59,1.23,1817,92,443,15.3,12.3,6.7,5.1,57.7,66.7,2.45,54,1.14,59,1.12,0.5,1163,0.76,57.4,32.5,1941,3.2,1.3,1.4,24
"PENTA 1860",11,"DE",50,42,0.79,1763,-116,364,13.9,17.6,5.1,6.7,36,28,1.94,41.7,0.7,36,0.8,-0.6,-910,0.54,47.4,31.7,1901,3,1.22,1.24,8
"Pentanet.GG",11,"OCE",69,59.4,1.15,1798,54,389,14.2,12.2,6.3,5.1,39.1,37.7,2.62,58,0.75,39.9,0.93,-0.5,-653,0.72,64.5,32.6,1850,3.1,1.2,1.3,24
"PIGSPORTS",11,"LT",15,66.7,1.36,1887,131,346,22.3,16.3,6.5,4.3,53.3,33.3,2.6,55.9,0.67,46.7,0.87,-0.3,445,0.53,46.4,30.5,2363,2.3,0.75,1,21
"piratesports",11,"PL",6,33.3,0.8,1763,-101,313,17.3,21.3,5,6.8,66.7,66.7,2.17,45.8,1,50,1,0,483,0.5,40,28.1,2015,2.3,0.83,1.04,26
"Plonace Garnitury",11,"PL",7,28.6,0.78,1728,-168,363,14.9,19,4.4,7.6,57.1,42.9,2,45.8,0.86,50,0.43,-0.6,-2156,0.29,40,28.6,1855,3.6,1.32,1.08,26
"PSG Talon",11,"PCS",87,79.3,1.94,1924,272,400,17.4,9,8.1,3.4,64.4,64.4,2.56,62.6,1.2,59.8,0.93,0.6,1808,0.92,77.7,33.7,2035,3.4,1.22,1.65,25
"PSV Esports",11,"NL",42,61.9,1.3,1813,109,520,16.3,12.6,6.7,5,54.8,61.9,3,62.5,1.21,60.7,1.05,0.3,767,0.95,62.2,32.2,2168,3.1,1.2,1.19,23
"Rainbow7",11,"LAT",41,51.2,1.11,1755,37,692,14.5,13,6.2,6.1,63.4,51.2,2.61,49.1,0.88,43.9,1,0.1,272,0.78,49.2,31.6,2022,3.1,1.26,1.56,20
"Rare Atom",11,"CN",105,57.1,1.07,1809,56,485,13.1,12.2,6.1,5.3,50.5,43.8,2.57,55.3,0.48,46.4,0.86,0,479,0.68,52.4,34,2022,3.4,1.11,1.73,5
"Rascal Jester",11,"JP",44,56.8,1.04,1729,14,539,13.2,12.6,6.2,5.2,27.3,40.9,2.39,50.5,0.82,42,1.02,0.1,-154,0.64,52.4,31.2,1951,3.3,1.2,1.67,15
"RED Academy",11,"BR",49,53.1,1.02,1711,-34,547,13.1,12.8,6.4,6.1,38.8,34.7,2.51,52.3,0.86,42.9,1.04,-0.4,-1017,0.78,51.4,30.7,1788,3.2,1.5,1.34,2
"RED Canids",11,"BR",64,59.4,1.16,1817,49,442,16,13.8,6.7,5.8,51.6,46.9,2.34,54.4,1.08,53.9,0.97,-0.1,346,0.77,54.4,32.1,1974,3.5,1.6,1.24,2
"Rensga Academy",11,"BR",45,44.4,0.91,1734,-68,379,14.2,15.6,5.3,6.2,55.6,60,2.22,50.2,0.82,43.3,1.07,0.2,-9,0.51,41.5,30.9,1972,3.1,1.41,1.28,2
"Rensga eSports",11,"BR",48,45.8,0.86,1759,-56,401,13.9,16.1,5.7,6.5,52.1,50,2.15,54.5,1.06,53.1,0.81,-0.1,-608,0.6,47.4,31.1,2122,3.2,1.33,1.38,2
"Resolve",11,"EUW",16,31.3,0.92,1713,-94,551,14.4,15.8,5.9,7.6,56.3,62.5,2.06,41.9,1.38,68.8,1,-0.1,-356,0.5,30.2,29.9,2088,3.1,1.26,1.25,11
"Resolve NA",11,"N/A",9,55.6,1.12,1733,-45,613,15.4,13.8,7.1,6.6,44.4,44.4,2.78,59.4,0.67,38.9,0.89,0.1,-1736,0.78,50,29.5,2010,3.4,1.31,1.4,22
"Riddle Esports",11,"EUW",32,53.1,1.01,1801,48,535,14.3,14.1,5.8,6.3,59.4,43.8,2.47,52.6,0.78,40.6,1,-0.2,671,0.78,52.7,32.5,2031,3.1,1.2,1.21,11
"RJ Academy",11,"JP",9,22.2,0.7,1637,-173,688,11.6,16.6,4,7.6,44.4,44.4,2,38.6,0.44,22.2,0.44,0,-27,0.22,10.4,30.8,1856,3.6,1.42,1.46,15
"Rogue",11,"EUW",72,58.3,1.19,1839,89,572,14.8,12.5,7,5.4,55.6,68.1,2.24,49.7,0.96,50.7,0.85,0.6,1295,0.71,52.9,33.3,1918,3.3,1.05,1.44,11
"Rogue Warriors",11,"CN",77,26,0.68,1677,-231,407,10.8,15.9,3.6,7.6,32.5,31.2,1.69,37,0.48,51.4,0.76,-0.1,-1175,0.4,29.5,31.6,1796,3.2,1.19,1.4,5
"Romulea eSport",11,"IT",15,33.3,0.82,1663,-169,521,14.3,17.5,4.2,6.9,40,26.7,2.33,43.5,0.4,26.7,1,-0.7,-1405,0.6,43.2,29.4,1873,3.2,1.3,1.25,14
"RoX",11,"CIS",27,25.9,0.58,1635,-267,346,9.7,16.6,4,8.3,48.1,18.5,1.44,32.2,0.7,35.2,0.74,-0.6,-1530,0.37,25.9,30.2,1675,3,1.25,1.17,4
"Royal Never Give Up",11,"CN",143,67.8,1.3,1883,145,459,16.3,12.5,7.1,4.3,60.1,65.7,2.49,55.5,0.71,54.3,0.96,0.5,1067,0.87,62.9,33.2,2040,3.6,1.35,1.65,5
"S2V Esports",11,"ES",37,37.8,0.86,1719,-61,549,12.5,14.5,5.1,6.7,48.6,32.4,2.27,49.1,0.81,41.9,0.95,-0.2,-692,0.68,47.7,31.3,1953,3.2,1.37,1.36,9
"Saigon Buffalo",11,"VN",77,53.2,1.09,1820,17,352,16.3,14.9,6.1,5.4,51.9,61,2.36,55.7,1.29,64.3,1.01,0.3,680,0.65,52,31.6,2104,3.6,1.43,1.54,35
"SAIM SE SuppUp",11,"RS",30,73.3,1.26,1869,169,332,15.6,12.2,7.5,3.8,50,63.3,2.6,62.1,1.07,58.3,1.2,0.3,825,0.87,67.9,32.2,1901,3,1.06,1.27,29
"Samsung Morning Stars",11,"IT",46,45.7,0.89,1726,-55,377,13,14.6,5,6.3,43.5,39.1,2.15,49,0.89,48.9,1.07,-0.2,-347,0.57,45.1,30.9,1881,3.2,1.26,1.18,14
"SBTC Esports",11,"VN",67,41.8,0.79,1764,-126,365,13.8,17.5,5.1,6.7,41.8,38.8,1.78,41.1,0.88,44,0.7,-0.4,-1063,0.69,46.6,31.8,1953,3.1,1.24,1.47,35
"Sector One",11,"BE",53,62.3,1.23,1845,152,485,16.8,13.7,7.2,4.5,58.5,60.4,2.43,52.1,1,50.9,0.85,0.4,1211,0.91,70.6,32.4,2105,3,1.14,1.18,1
"Sengoku Gaming",11,"JP",37,48.6,1.03,1740,5,539,11.6,11.2,5.6,5.8,43.2,56.8,2.84,61.6,0.89,44.6,1.14,0.2,280,0.84,54.2,32.3,1769,3.4,1.35,1.64,15
"SG Academy",11,"JP",9,11.1,0.54,1605,-306,515,11.4,21.1,2.3,8.6,44.4,22.2,2,37.8,0.56,27.8,1.11,-0.7,-2011,0.44,25,29.6,1752,2.9,1.41,1.26,15
"SHG Academy",11,"JP",9,55.6,1,1786,30,349,14.9,14.9,5.7,5.2,44.4,55.6,2,46.3,0.89,44.4,1,-0.1,-464,0.67,50,31.7,1823,3.4,1.38,1.3,15
"Shu Dai Xiong Gaming",11,"CN",4,25,0.62,1764,-273,116,12.3,19.8,3.5,8,25,25,0.75,15,0.5,25,0.25,-1.3,-3056,0.25,33.3,31.6,1805,2.8,1.18,1.15,5
"SINNERS Esports",11,"CZ",73,52.1,0.98,1801,22,361,16.1,16.5,6.3,5.4,45.2,65.8,2.18,51.2,1.19,61,0.93,0.3,712,0.62,51.5,30.4,2166,3,1.23,1.18,6
"SK Gaming",11,"EUW",40,35,0.82,1710,-139,480,11.3,13.7,4.6,7.4,45,40,1.73,38.9,0.83,42.5,0.73,-0.4,-1046,0.48,34.2,32.7,1748,3.1,1.14,1.34,11
"SK Gaming Prime",11,"DE",55,52.7,1.02,1844,56,423,16,15.6,6.5,5.9,45.5,41.8,2.15,47.5,0.67,33.6,0.93,-0.3,-270,0.71,53.2,32.1,2061,3.1,1.17,1.2,8
"SoftBank Hawks Gaming",11,"JP",36,36.1,0.87,1703,-70,588,11.8,13.4,4.8,6.6,50,38.9,2.44,48.8,0.97,50,1.03,0,209,0.42,30.7,32.1,1746,3.3,1.29,1.51,15
"Solary",11,"FR",43,51.2,0.98,1749,-32,561,14.3,14.6,5.9,6.3,41.9,41.9,2.37,46.5,1.12,55.8,0.74,-0.3,-521,0.93,52.7,30.9,1956,3.2,1.3,1.32,12
"Solary Academy",11,"FR",18,55.6,1.09,1775,5,508,16.6,15.2,6.2,5.6,61.1,38.9,2.22,48.8,0.89,44.4,0.72,-0.2,-57,0.78,59.3,30.7,2162,2.9,1.1,1.24,12
"Split Raiders",11,"RS",28,53.6,0.89,1770,32,383,12.1,13.7,5.9,5.4,60.7,46.4,2.57,55.2,1.25,62.5,1.18,-0.2,590,0.5,43.5,32.2,1793,2.9,1.15,1.17,29
"Starlan Gaming Club",11,"BE",10,30,0.63,1667,-295,381,13.7,21.6,3.5,8.5,20,20,1.8,39,0.6,35,1,-0.8,-1904,0.6,31.7,29.1,2066,2.2,0.94,0.91,1
"STOPWATCH eSports",11,"CZ",14,21.4,0.64,1608,-293,467,11,17.1,3,8.5,14.3,28.6,2,36.7,0.36,17.9,0.79,-0.9,-2388,0.57,30.4,29.1,1591,2.7,1.02,1.07,6
"Suning",11,"CN",93,58.1,1.28,1819,94,495,13.9,10.8,6,5,53.8,43,2.27,51.1,0.53,55.6,0.66,0,341,0.6,53.3,33.7,1980,3.8,1.4,1.68,5
"SuperMassive Blaze",11,"TR",46,63,1.17,1786,51,565,15.8,13.4,6.3,5.7,47.8,37,2.54,54.9,0.65,34.1,1.2,-0.1,-61,0.87,59.8,31.4,1985,2.9,1.21,1.36,32
"Supernova",11,"N/A",5,20,0.5,1631,-305,447,10.4,20.6,3.6,9,60,60,0.8,15.3,0.8,50,0.4,0.4,-1819,0,0,28.7,1904,3.2,1.27,1.36,22
"T1",11,"KR",125,60,1.2,1821,98,574,12.6,10.5,7,5.2,62.4,65.6,2.23,51.1,1.17,58.8,0.7,0.5,1181,0.81,56.9,33.6,1859,3.9,1.58,1.76,17
"T1 Challengers",11,"KR",45,57.8,1.18,1810,73,412,14.7,12.4,5.7,4.8,57.8,51.1,2.4,57.3,1.13,56.7,1.07,0.2,305,0.78,61.7,33,1962,3.2,1.28,1.63,17
"Team 7AM",11,"BE",24,25,0.74,1698,-167,392,13.3,18.1,4.2,7.1,37.5,50,1.42,29,0.83,47.9,0.67,-0.3,-817,0.58,37.7,29.8,1895,2.7,1.13,1,1
"Team Aurora",11,"TR",36,2.8,0.38,1550,-446,277,6.7,17.6,1.9,9.5,33.3,13.9,1.03,23.9,0.44,22.2,0.67,-1.4,-3191,0.11,9.4,30.2,1392,2.9,1.09,1.12,32
"Team BDS",11,"FR",39,53.8,1.08,1803,46,431,14.7,13.5,6.6,5.5,61.5,46.2,2.51,56.8,1.1,55.1,1.05,0,-85,0.62,51.4,32.4,2080,3.4,1.41,1.35,12
"Team Echo Zulu",11,"NL",38,52.6,1.03,1758,8,444,14.9,14.6,5.6,5.9,55.3,39.5,2.13,45.9,0.82,42.1,0.92,-0.4,68,0.5,47.1,31.2,1970,3.1,1.05,1.19,23
"Team ESCA Gaming",11,"PL",36,50,0.88,1714,-62,582,12.3,14.1,5.9,6.5,52.8,44.4,2.33,45.5,0.78,38.9,0.89,-0.1,-1017,0.81,46.4,30.8,1704,2.9,0.95,1.18,26
"Team Flash",11,"VN",70,28.6,0.75,1735,-168,385,13.2,17.6,4.5,7.3,48.6,37.1,1.71,40.6,0.96,48.6,0.61,-0.2,-1098,0.51,31.4,31.5,1988,3.4,1.35,1.54,35
"Team Infamous",11,"LT",10,30,0.71,1710,-198,485,16.3,22.7,4.1,7.4,20,50,2,39.5,0.9,45,0.7,-0.2,-2320,0.5,26.7,29.3,2265,2.9,0.95,1.01,21
"Team Liquid",11,"N/A",99,59.6,1.22,1824,103,516,13.3,10.9,6.8,5.1,51.5,65.7,2.31,52.3,1.06,55.6,0.95,0.5,880,0.75,61.1,33.4,1938,3.1,1.19,1.52,22
"Team Liquid Academy",11,"N/A",81,60.5,1.1,1828,73,455,15.2,13.7,6.5,5.2,49.4,59.3,2.54,58.9,1.04,54.3,1.01,-0.1,208,0.8,58.6,32.5,2105,3.1,1.17,1.4,22
"Team MCES",11,"FR",42,21.4,0.63,1670,-210,557,10.2,16.1,4.2,8.2,54.8,28.6,1.93,37.2,0.48,23.8,0.81,-0.8,-1161,0.55,30.2,31.7,1797,3.5,1.4,1.39,12
"Team Oplon",11,"FR",29,82.8,1.58,1872,220,447,17.4,11,7.6,4.3,48.3,51.7,2.45,56.7,0.9,44.8,0.97,0.3,591,1.07,80.5,31.6,2191,3.5,1.29,1.41,12
"Team Phantasma",11,"GR",77,51.9,1.03,1815,26,413,18.1,17.6,6.5,5.7,51.9,61,2.08,47.5,0.97,50,0.83,0.6,590,0.71,52.5,29.7,2213,2.9,1.14,1.19,13
"Team Queso",11,"ES",40,40,0.86,1757,-41,528,12.7,14.8,6,6.7,47.5,57.5,2.58,54,1.1,55,1.15,0.1,244,0.6,40.6,32,1955,3.2,1.42,1.46,9
"Team Refuse",11,"GR",55,45.5,0.85,1767,-63,434,15.7,18.3,5.6,6.6,36.4,50.9,1.78,39.2,0.89,46.4,0.75,-0.3,-731,0.67,44.4,30.3,1995,3,1.16,1.22,13
"Team Secret",11,"VN",79,43,0.97,1811,-35,363,15.7,16.1,5.5,6.2,58.2,45.6,2.01,47.7,0.96,48.7,0.89,0.1,-301,0.59,50.7,32,2067,3.2,1.25,1.45,35
"Team Singularity",11,"EUW",46,63,1.17,1768,43,527,14.4,12.3,7.1,5.4,58.7,60.9,2.52,51.8,1.09,54.3,1,0.2,-183,0.83,59.5,30.8,2061,3.4,1.38,1.26,11
"Team THRLL",11,"NL",24,20.8,0.61,1669,-244,385,11.3,18.5,4,8.2,41.7,29.2,1.79,38.3,0.54,27.1,0.75,-0.6,-1990,0.29,25,30.3,1757,2.6,1.06,1.12,23
"Team Universe",11,"CZ",28,50,0.96,1757,-42,604,17.1,17.9,6.1,5.9,50,42.9,2.43,45.4,0.79,41.1,0.75,-0.3,-106,0.96,50.9,30.4,2010,2.6,0.98,1.09,6
"Team Vitality",11,"EUW",41,36.6,0.88,1757,-59,507,12,13.6,5.1,7.1,48.8,41.5,2.05,45.8,0.8,43.9,0.78,-0.4,-332,0.78,45.1,32.9,1871,3.2,1.27,1.36,11
"Team WE",11,"CN",123,54.5,1.1,1827,59,457,14.3,13,6.3,5.3,44.7,53.7,2.31,51.4,0.48,56.5,1.06,0.2,887,0.7,54.9,33.1,1974,3.2,1.33,1.64,5
"Tony Parker Adequat Academy",11,"FR",30,56.7,1,1807,59,501,16.7,16.7,6.7,5.6,46.7,56.7,2.67,57,0.93,51.7,0.97,0.1,476,0.8,59.2,30.8,2165,3,1.27,1.33,12
"Top Esports",11,"CN",99,63.6,1.33,1899,179,456,16.7,12.5,7.3,4.5,53.5,68.7,2.49,59.7,0.66,60.2,0.74,0.4,2025,0.87,69,33.5,2232,3.1,1.33,1.68,5
"Tricked Esports",11,"EUW",46,56.5,1.08,1783,39,566,14.1,13,6.6,6.5,45.7,39.1,2.43,51.2,0.96,48.9,0.67,-0.2,142,0.67,54.9,32.2,1988,3.3,1.35,1.47,11
"TSM",11,"N/A",81,58,0.97,1781,23,553,12,12.3,7.2,5.6,49.4,59.3,2.46,51.5,1.1,56.2,0.9,0.1,-296,0.93,66,32.7,1843,3.5,1.31,1.47,22
"TSM Academy",11,"N/A",64,45.3,0.95,1771,-26,444,13.2,13.8,6,6.3,48.4,45.3,1.97,42.8,1.08,53.9,0.91,-0.1,-75,0.48,42.7,32.5,1896,3.6,1.49,1.28,22
"TT",11,"CN",78,26.9,0.67,1708,-188,418,10.8,16.1,4.3,7.4,48.7,56.4,1.99,44.5,0.59,56.1,1,0,-978,0.5,32.7,32,1813,3.2,1.28,1.48,5
"UCAM Esports Club",11,"ES",76,63.2,1.17,1781,60,548,14.4,12.2,6.4,5.2,51.3,51.3,2.36,50.9,0.89,46.1,0.79,0,50,0.78,60.9,32.2,2031,3.4,1.4,1.52,9
"Ultra Prime",11,"CN",79,27.8,0.72,1714,-183,389,11.1,15.4,4.1,7.2,51.9,39.2,1.87,42.7,0.39,39.7,0.68,-0.2,-981,0.34,26.1,32.6,1799,3.4,1.4,1.52,5
"Umbra Divinus Gaming",11,"GR",33,42.4,0.88,1748,-86,461,16.2,18.4,5.5,6.9,54.5,39.4,2.18,45.3,0.79,40.9,0.94,-0.5,-921,0.61,41.4,29.3,2201,3,1.19,1.14,13
"Unicorns Of Love",11,"CIS",65,58.5,1.16,1800,88,404,14.8,12.7,6.5,4.8,47.7,53.8,2.23,49.8,1.18,60,0.86,0.1,209,0.69,53,31.7,1958,2.9,1.01,1.29,4
"Unicorns Of Love Sexy Edition",11,"DE",57,47.4,0.97,1750,-44,473,12.9,13.3,5.5,6.6,59.6,54.4,1.89,41.6,0.89,44.7,0.6,-0.2,-319,0.63,48.1,32.1,1833,3.1,1.32,1.27,8
"V3 Academy",11,"JP",12,100,3.21,1977,443,454,20.6,6.3,9.3,1.6,75,75,3.33,81.8,1.42,70.8,1.08,0.4,2592,1.25,91.7,33.5,2131,3.4,1.21,1.44,15
"V3 Esports",11,"JP",53,54.7,1.11,1735,47,555,12.9,11.6,6.2,5.2,66,71.7,2.09,46.1,1.23,62.3,0.66,0.4,205,0.91,62.1,30.9,1952,3.2,1.45,1.57,15
"Valiance",11,"RS",32,62.5,1.25,1854,139,393,16.1,12.8,6.8,4.2,56.3,71.9,2.13,48,0.94,50,0.78,0.6,928,0.94,59.7,32.3,2019,2.7,1.01,1.21,29
"Vega Squadron",11,"CIS",36,30.6,0.69,1659,-149,443,10.3,14.8,4.8,7,55.6,36.1,2.31,49.6,0.89,44.4,1.08,-0.2,-1022,0.53,35.4,30.4,1659,3,1.15,1.2,4
"Victory Five",11,"CN",81,28.4,0.71,1683,-188,388,10.3,14.5,4.1,7.3,53.1,44.4,1.6,36.1,0.6,55.6,0.57,0.3,84,0.43,32.2,31.9,1747,3.1,1.2,1.4,5
"Vikingekrig Academy",11,"CZ",25,72,1.48,1861,219,478,18.4,12.4,7.5,4,56,84,3.2,69.2,1.56,78,1.52,0.8,1676,0.88,66,31,1995,3,1.24,1.06,6
"Vikingekrig Esports",11,"CZ",45,48.9,1.03,1756,-14,569,16,15.6,5.8,6.4,48.9,44.4,3,60.1,0.78,40,1.27,-0.2,228,0.78,44.3,30.3,2063,3,1.1,1.27,6
